rainfall_mm,avg_temp_c,soil_ph,humidity_pct,sunlight_hours,fertilizer_kg_ha,planting_density_k_ha,pest_incidence_pct,variety,soil_type,yield_tonnes_ha
1190.1,26.9,5.57,53.8,7.06,205.1,6.82,21.1,TME 419,Clay,24.76
1738.4,24.3,5.29,59.2,6.1,3.0,6.71,11.4,Local,Sandy-Loam,17.28
1044.7,24.2,5.06,76.6,6.17,160.0,4.46,24.0,TMS 98/0505,Sandy,23.22
1267.1,25.0,6.3,61.2,5.03,179.0,12.04,15.9,TME 419,Clay,25.93
1195.1,27.9,5.52,66.4,7.18,39.7,12.07,13.9,TMS 98/0505,Clay,25.1
1556.5,26.4,6.68,50.5,5.72,66.9,12.11,10.2,TME 419,Loam,25.6
1958.1,20.3,6.7,72.2,3.91,69.0,10.77,16.7,Local,Clay,15.8
1040.7,20.6,6.96,69.5,6.05,76.3,4.67,25.0,Local,Clay,19.29
1053.2,25.2,5.4,61.3,7.68,91.1,7.43,23.9,TMS 98/0505,Sandy-Loam,30.21
1513.2,28.4,6.33,67.7,6.04,134.6,10.43,18.5,TMS 30572,Loam,29.93
1404.6,18.8,6.44,72.2,8.59,171.9,10.34,21.0,Local,Clay,19.81
1754.0,25.5,5.67,60.2,7.01,184.9,9.44,27.7,TMS 30572,Loam,27.53
1375.2,25.4,5.46,52.3,6.91,69.7,10.92,13.5,TME 419,Clay,23.82
1092.2,31.2,7.13,91.7,6.35,69.3,10.03,3.8,TME 419,Loam,29.44
1377.2,25.8,6.16,62.4,6.42,198.9,10.3,28.0,Local,Loam,27.45
1532.6,28.1,6.45,68.8,6.18,158.8,8.4,9.7,TMS 30572,Loam,29.21
1446.1,27.4,5.42,82.1,6.14,125.0,12.46,8.1,Local,Sandy,21.58
1352.2,20.6,5.15,100.0,7.14,148.4,8.92,0.0,Local,Sandy,18.4
1520.0,29.3,5.6,55.1,5.38,118.2,6.67,20.7,TME 419,Sandy,22.9
1550.8,27.6,5.91,75.4,5.21,151.5,8.07,0.0,Local,Clay,25.56
1614.6,28.5,5.26,61.5,5.15,99.8,9.13,7.5,TME 419,Sandy-Loam,24.9
1394.6,38.0,5.99,63.5,8.95,136.1,12.49,20.9,Local,Sandy,18.0
1149.9,20.7,4.82,61.4,7.14,29.4,9.89,22.2,TME 419,Sandy,19.59
1244.0,32.2,5.22,56.5,6.87,78.7,9.53,8.5,TMS 98/0505,Loam,28.41
1562.0,26.1,6.47,69.5,5.23,79.4,6.88,13.7,TME 419,Clay,26.51
954.9,27.9,6.42,52.3,7.25,97.5,11.96,6.3,TME 419,Sandy,25.68
1310.6,26.9,5.73,81.4,6.36,64.4,8.37,9.5,TME 419,Loam,30.41
1082.0,25.7,5.29,70.7,6.76,88.0,9.75,17.7,TME 419,Sandy,21.95
1208.6,25.3,5.28,75.1,5.33,29.1,13.7,10.0,TMS 30572,Loam,26.26
1583.5,28.0,5.74,64.4,6.69,152.9,11.27,12.6,Local,Sandy,22.1
1257.3,22.4,6.45,65.6,5.99,115.0,5.93,0.4,TMS 98/0505,Loam,26.0
1213.9,29.3,6.65,73.5,5.58,17.7,5.58,26.3,TMS 30572,Clay,22.1
792.0,25.8,5.65,56.0,7.38,69.9,9.84,20.1,TMS 30572,Clay,23.95
1423.9,23.6,5.19,65.7,4.65,140.2,6.97,22.9,Local,Sandy,19.65
1393.6,25.6,6.19,59.7,7.18,87.4,11.62,27.9,Local,Clay,20.83
1849.0,30.8,5.42,59.3,7.32,78.2,10.11,6.7,TME 419,Loam,26.26
1107.7,25.4,5.64,44.7,5.44,115.5,10.41,11.4,TMS 98/0505,Sandy-Loam,29.07
1265.7,28.1,6.93,86.1,5.52,140.6,8.23,0.0,TME 419,Loam,27.42
1274.8,24.8,6.58,61.8,6.23,33.8,14.35,46.4,Local,Clay,15.29
1673.2,29.3,6.11,84.0,6.84,153.0,17.11,13.5,Local,Clay,20.27
1171.4,29.1,5.11,82.8,6.32,72.0,9.3,25.4,TMS 30572,Sandy,21.55
1283.7,32.5,6.15,54.6,7.02,118.9,10.88,2.6,TMS 30572,Sandy-Loam,27.03
1382.4,26.5,6.74,56.9,8.62,117.9,10.24,25.0,Local,Loam,25.68
1256.0,29.0,5.74,100.0,5.89,88.4,9.35,33.6,Local,Clay,21.67
1066.1,27.3,6.95,91.0,4.44,58.6,7.92,14.4,TME 419,Sandy,24.31
1258.2,30.9,6.9,69.6,7.49,102.9,7.29,4.9,TME 419,Loam,30.41
1522.1,24.8,7.16,73.1,8.52,217.5,7.16,13.6,TMS 30572,Loam,30.63
892.0,29.2,6.21,62.4,6.97,38.3,11.01,0.0,TMS 30572,Loam,26.86
1239.9,26.4,6.41,75.2,5.19,221.5,8.7,14.6,TMS 30572,Loam,30.75
990.0,26.8,6.99,61.4,6.35,104.4,4.0,23.2,Local,Loam,21.15
1558.5,27.3,6.31,45.6,5.16,122.1,11.11,14.6,TMS 30572,Clay,25.1
743.0,27.8,5.65,54.1,7.27,54.8,9.9,12.2,TMS 98/0505,Loam,29.37
1032.3,26.7,5.69,70.3,4.88,73.7,13.37,20.3,TMS 98/0505,Sandy,22.61
1313.2,27.6,6.17,56.4,6.14,89.8,10.93,21.0,TMS 98/0505,Clay,25.0
1669.7,31.7,5.1,69.2,5.29,57.3,6.3,0.0,TME 419,Loam,26.78
1180.3,30.0,5.9,57.1,6.65,107.5,4.43,15.9,TMS 30572,Loam,28.48
1033.4,29.6,6.77,60.6,6.06,95.6,8.2,39.4,TMS 98/0505,Sandy,24.17
1764.3,25.6,4.47,80.2,6.71,231.0,8.44,1.6,TMS 30572,Sandy,21.54
765.6,24.3,7.07,73.0,6.53,50.0,12.36,14.1,Local,Sandy,19.59
540.4,29.9,6.79,69.9,5.32,126.2,9.98,34.4,TMS 98/0505,Sandy-Loam,26.06
1332.0,29.6,5.68,80.5,7.25,134.9,12.83,26.0,TME 419,Loam,28.14
1049.4,31.4,6.38,75.8,6.44,55.8,6.69,9.9,Local,Sandy,19.31
893.6,25.2,6.0,87.4,5.31,161.2,12.41,17.1,Local,Sandy,20.18
1412.5,26.3,6.86,64.5,9.19,96.1,11.8,15.0,TMS 30572,Sandy,27.33
1273.1,22.1,6.69,64.8,7.07,0.0,4.95,7.5,TME 419,Loam,24.25
1030.8,25.8,5.02,54.4,6.32,159.6,13.31,14.3,Local,Sandy,18.77
815.9,30.0,6.41,64.9,8.2,53.0,10.23,12.2,TMS 30572,Loam,28.63
1461.7,25.6,5.86,81.6,8.71,57.1,10.98,16.1,TMS 30572,Loam,29.3
1395.1,28.9,6.06,85.6,6.33,161.3,7.84,7.5,TMS 30572,Sandy-Loam,29.97
1170.2,26.4,5.49,81.5,6.92,99.2,13.19,2.2,Local,Loam,24.79
1754.0,28.0,7.22,48.5,5.31,175.1,7.04,14.6,TMS 30572,Loam,22.9
879.0,23.6,6.73,83.0,6.32,192.6,12.08,32.2,Local,Clay,21.71
742.3,27.3,5.48,47.9,6.26,81.3,12.05,15.8,TME 419,Loam,28.35
992.4,18.0,5.07,80.8,6.72,167.6,7.56,11.7,TME 419,Clay,19.29
1186.3,26.4,5.73,65.6,6.9,74.7,14.96,22.5,TMS 30572,Clay,23.64
1273.0,22.1,6.3,78.4,7.17,254.0,10.58,13.4,TME 419,Loam,28.6
1127.6,30.6,6.17,54.0,6.79,78.4,11.63,33.7,Local,Loam,22.95
1305.6,29.3,6.88,84.1,5.05,181.6,6.18,15.0,TME 419,Sandy-Loam,28.2
824.5,28.4,6.55,52.4,5.37,170.6,15.29,22.0,TME 419,Clay,23.49
1633.1,31.6,6.68,62.0,5.84,139.0,6.94,7.5,TMS 98/0505,Sandy-Loam,27.49
1175.4,24.2,6.23,58.0,6.16,79.8,12.56,20.0,TMS 98/0505,Sandy,23.53
1535.2,32.2,5.03,48.9,7.76,110.9,7.51,17.8,Local,Loam,23.03
1302.8,29.8,5.86,71.1,5.1,0.0,8.45,14.4,Local,Sandy-Loam,20.69
1337.0,26.3,6.74,91.7,6.07,133.5,11.97,10.0,Local,Loam,26.72
1370.9,30.4,5.96,100.0,7.64,141.0,12.57,8.6,TMS 30572,Sandy-Loam,27.59
1334.3,23.7,6.35,71.2,6.14,128.0,6.82,17.8,Local,Sandy,23.19
1392.8,24.5,5.78,83.4,7.05,0.0,12.73,21.3,Local,Sandy-Loam,16.79
1598.7,25.2,5.28,72.8,6.33,44.1,12.61,13.7,TME 419,Loam,27.28
1259.0,25.4,5.91,76.0,6.81,75.1,7.66,17.9,Local,Sandy,18.79
1412.7,23.8,6.22,65.9,6.23,137.5,14.0,14.6,Local,Sandy-Loam,22.3
1173.1,30.7,5.54,72.3,7.3,137.4,6.36,16.0,TME 419,Loam,30.13
1632.0,26.2,5.84,76.4,4.65,109.8,8.44,13.0,Local,Sandy,22.25
997.1,28.1,5.34,63.1,6.06,158.1,11.2,15.2,TME 419,Sandy,23.76
1740.3,25.3,6.78,69.1,6.86,58.4,7.87,42.0,TMS 98/0505,Clay,23.28
1188.0,21.5,5.79,69.3,7.14,156.6,10.66,18.1,Local,Sandy-Loam,22.93
770.8,27.8,7.02,79.9,8.29,148.5,10.6,21.5,TME 419,Sandy,24.78
1238.4,21.3,7.07,57.2,6.03,142.7,9.53,19.4,TMS 98/0505,Loam,28.57
995.7,26.8,5.94,69.4,8.28,109.1,12.08,12.4,TMS 98/0505,Sandy,26.84
1452.2,22.9,5.29,92.9,5.71,229.8,9.43,27.9,TME 419,Clay,21.28
1004.2,33.0,4.54,84.0,8.09,149.6,10.58,12.1,TMS 30572,Sandy,22.06
1066.1,29.7,4.97,86.2,7.48,61.9,12.87,25.6,Local,Sandy,17.64
633.1,27.3,5.04,70.3,5.4,134.9,11.98,11.7,TMS 30572,Sandy,21.07
1064.3,30.8,6.96,73.9,6.87,165.1,11.97,5.4,TMS 98/0505,Loam,30.93
472.8,24.5,6.08,82.0,6.44,84.7,7.13,18.7,TME 419,Sandy-Loam,23.82
724.8,28.6,6.27,88.7,7.25,185.4,11.31,4.0,TME 419,Loam,29.82
1428.1,27.6,4.45,46.6,6.23,142.9,7.8,20.4,Local,Sandy,15.22
1435.7,27.8,5.16,54.2,6.13,0.0,6.8,3.1,TMS 30572,Loam,24.74
1327.6,30.8,6.62,85.7,8.14,138.0,9.82,11.8,TME 419,Clay,25.43
909.9,29.2,6.2,66.7,6.38,95.6,7.74,0.7,TMS 30572,Sandy,25.58
1185.7,27.9,5.9,61.9,7.49,152.2,11.98,43.2,Local,Sandy,19.93
1198.9,22.0,6.4,55.0,6.23,176.7,12.04,0.0,TME 419,Sandy,27.26
852.5,24.1,7.15,63.3,8.5,131.7,5.24,15.1,TME 419,Clay,24.59
1651.0,26.6,5.85,53.2,5.69,219.9,7.93,26.4,Local,Loam,25.33
1463.2,27.3,6.05,95.1,5.76,109.3,6.35,25.4,Local,Loam,25.49
1133.7,23.6,6.13,69.7,8.33,157.5,8.84,23.5,Local,Sandy,26.18
1208.1,34.2,7.67,69.3,5.97,168.3,11.14,11.8,TMS 30572,Loam,25.38
1262.5,31.5,4.53,77.1,8.42,114.2,9.39,28.5,TMS 30572,Sandy-Loam,25.72
587.5,28.8,6.48,81.5,7.57,166.7,8.53,24.1,TMS 30572,Sandy,25.63
1125.8,27.2,5.92,81.4,6.31,84.3,13.25,17.1,Local,Sandy-Loam,24.98
995.4,26.4,6.4,82.9,4.32,94.6,4.24,17.4,TMS 98/0505,Loam,30.02
899.5,24.1,5.54,62.4,6.48,41.3,13.09,12.0,TMS 30572,Sandy,22.82
1115.7,27.2,5.97,66.4,6.62,134.5,8.64,5.9,TME 419,Loam,29.36
1739.3,27.8,6.5,79.2,7.9,139.5,9.8,27.4,Local,Sandy-Loam,24.12
1392.3,23.3,8.18,63.7,8.41,190.8,8.68,28.1,Local,Loam,18.51
1028.6,28.0,6.57,69.9,5.68,167.5,13.86,6.2,TMS 98/0505,Sandy-Loam,29.97
1371.8,26.5,5.41,74.8,7.46,102.9,6.92,13.5,TME 419,Loam,30.33
1619.8,21.3,5.7,79.4,7.42,49.3,10.03,13.6,TME 419,Loam,25.48
1477.4,24.4,5.68,48.7,7.79,146.0,11.32,14.7,Local,Sandy-Loam,23.23
1217.9,25.8,4.74,78.6,7.1,186.6,5.97,15.6,TMS 30572,Sandy-Loam,25.73
1005.9,32.7,5.77,67.2,4.17,165.3,7.7,24.5,Local,Loam,22.55
1409.5,28.7,6.51,78.5,6.31,185.1,9.63,7.5,TME 419,Clay,25.27
1318.0,23.0,5.11,79.3,5.11,107.3,7.78,6.5,TME 419,Sandy,22.16
1468.6,28.5,6.73,89.3,6.26,92.0,7.96,27.4,TME 419,Loam,28.17
1390.6,22.4,6.34,86.2,7.68,75.8,9.13,10.4,TME 419,Loam,29.92
1514.9,30.2,5.49,86.2,6.87,116.6,11.62,2.4,TME 419,Sandy,24.19
1039.4,25.6,5.9,87.3,7.88,115.3,9.14,10.1,TMS 30572,Loam,28.62
1595.2,26.7,7.12,73.5,6.91,132.4,12.7,11.7,TMS 30572,Loam,28.72
1259.3,31.0,6.51,70.4,4.94,112.2,7.51,30.5,TMS 30572,Sandy-Loam,23.86
1822.6,23.1,6.01,80.5,3.47,112.0,6.87,24.2,Local,Clay,18.43
993.2,22.8,5.83,78.8,6.68,73.4,14.82,26.5,TMS 30572,Loam,23.61
1720.8,25.2,6.05,66.3,6.24,176.5,8.36,23.2,Local,Sandy-Loam,25.12
1259.4,30.1,5.64,74.9,5.33,124.6,6.72,24.5,Local,Sandy,19.26
1004.6,22.4,4.53,69.6,4.46,109.5,5.64,8.1,TMS 98/0505,Loam,26.0
1054.8,18.5,7.43,59.8,5.62,75.2,12.69,13.0,TMS 30572,Clay,21.05
1103.9,25.6,6.11,85.5,6.27,40.1,9.15,5.1,TME 419,Sandy,24.37
1327.2,28.7,6.28,70.7,7.3,198.5,9.37,12.9,TMS 98/0505,Clay,27.96
1356.9,30.6,5.96,94.6,6.73,153.3,9.6,21.8,TMS 98/0505,Sandy,26.18
1027.9,25.6,5.49,50.5,8.43,22.6,12.53,16.3,TMS 30572,Sandy,23.29
1192.7,25.8,5.87,63.3,5.26,165.8,9.55,28.1,TMS 30572,Sandy,25.46
1842.7,30.5,4.88,70.4,7.56,175.3,15.86,3.6,TMS 30572,Sandy-Loam,23.99
1718.3,21.4,7.59,83.6,6.56,127.5,10.33,20.0,Local,Clay,18.32
1330.9,25.8,5.14,74.8,7.33,215.9,12.65,2.5,Local,Clay,23.4
1211.4,27.6,5.28,73.7,5.98,133.0,12.01,15.9,TMS 30572,Loam,28.16
1236.0,28.3,5.69,56.5,7.79,35.0,9.91,22.4,TME 419,Loam,26.55
1384.1,25.5,6.9,56.1,6.85,141.9,8.53,12.9,Local,Clay,22.16
893.2,27.1,6.01,73.9,5.68,134.7,10.83,20.5,TME 419,Loam,27.13
1122.8,19.5,5.13,53.6,6.49,83.8,11.28,5.4,TME 419,Sandy,20.59
699.4,25.0,6.88,63.6,6.21,154.4,8.57,0.0,TMS 98/0505,Clay,27.2
1319.8,28.4,6.51,76.0,7.09,19.9,10.42,20.6,TMS 30572,Sandy,25.09
1394.2,24.1,6.38,58.2,5.08,179.4,13.09,32.4,TME 419,Sandy,25.25
1055.0,27.2,6.5,89.3,6.46,67.3,15.17,5.0,TMS 98/0505,Sandy-Loam,28.19
1672.2,28.3,7.68,84.7,6.97,60.9,12.14,27.2,TMS 98/0505,Clay,24.27
832.3,26.0,7.53,51.1,6.54,113.2,14.66,15.4,TME 419,Clay,21.84
760.7,27.5,5.52,58.8,8.12,146.0,8.43,1.6,TMS 98/0505,Loam,30.2
1267.3,24.1,7.14,42.6,7.43,129.8,11.75,3.7,TME 419,Loam,27.27
1514.1,26.4,6.27,60.6,6.49,75.4,13.35,15.2,Local,Clay,21.95
1705.2,28.8,6.35,79.2,6.76,89.6,7.76,11.0,Local,Clay,23.08
1062.3,27.5,4.82,65.0,6.85,52.0,8.79,1.9,TMS 30572,Loam,26.13
1523.6,25.2,5.88,75.5,6.98,106.5,14.34,0.0,TME 419,Sandy-Loam,26.22
1188.4,27.7,5.43,51.7,4.31,184.5,7.56,6.5,TMS 30572,Sandy-Loam,28.68
1148.2,29.1,6.58,79.6,6.14,119.7,6.65,16.9,TMS 30572,Loam,30.21
1465.1,20.9,6.75,63.3,4.72,171.6,13.82,14.9,Local,Sandy-Loam,21.83
1395.7,30.5,4.55,70.1,8.03,207.3,12.99,10.0,Local,Loam,22.71
727.1,26.0,5.98,68.9,6.43,84.7,11.08,17.0,TME 419,Loam,28.39
1643.0,28.3,6.79,54.7,6.27,108.8,9.89,25.4,Local,Sandy,21.06
1614.0,30.6,5.87,56.2,7.58,250.3,8.9,18.9,TMS 30572,Loam,30.61
1012.3,22.9,6.51,81.6,7.01,206.7,10.7,13.8,TME 419,Sandy-Loam,26.33
1318.7,24.9,6.25,74.8,5.15,19.7,13.95,24.3,TME 419,Clay,21.63
1348.2,26.1,6.24,82.6,6.41,143.2,10.6,5.4,TME 419,Clay,27.19
1278.2,24.6,5.81,73.9,6.1,120.0,15.42,12.8,TMS 30572,Sandy,24.54
1034.9,32.2,5.15,71.7,4.41,169.6,7.76,13.0,TMS 30572,Loam,26.71
998.5,24.4,5.21,49.3,5.67,75.3,9.95,2.6,TMS 98/0505,Sandy,22.26
1192.3,25.3,6.5,66.8,6.28,69.6,9.07,10.8,TMS 30572,Loam,31.64
1551.8,27.6,6.01,69.7,6.36,79.4,7.29,0.0,TME 419,Loam,29.29
1363.1,23.4,5.9,93.4,4.72,85.7,9.62,34.1,Local,Loam,22.33
1088.8,25.8,5.7,78.2,7.88,168.9,11.04,5.6,TMS 30572,Loam,32.5
1431.5,28.0,5.79,88.4,6.38,49.1,11.31,30.9,TMS 98/0505,Loam,25.31
345.4,26.0,6.73,77.2,6.55,82.6,15.43,15.4,Local,Loam,19.3
1544.6,26.7,5.77,61.5,6.98,12.7,11.16,20.6,Local,Sandy,18.92
678.1,25.4,5.06,71.4,5.55,180.4,12.88,10.1,Local,Sandy-Loam,20.85
1091.3,22.5,6.52,72.8,7.05,196.3,10.17,17.1,TMS 30572,Sandy,25.11
864.1,28.0,5.86,58.7,6.06,100.4,14.2,21.5,TME 419,Sandy,25.02
811.6,32.3,6.02,65.4,5.42,102.1,16.0,21.6,Local,Sandy-Loam,21.13
1548.2,27.1,7.13,67.5,7.19,147.2,11.33,22.7,TMS 98/0505,Sandy-Loam,29.36
1059.7,27.7,5.99,89.3,8.29,208.5,7.52,11.3,TME 419,Clay,27.61
1304.0,29.1,6.2,45.0,7.37,144.5,8.63,10.2,TME 419,Sandy,23.91
1185.9,23.2,5.17,84.5,7.61,78.1,10.7,0.0,TME 419,Sandy,21.6
1343.1,32.1,5.85,58.8,5.88,22.9,11.14,20.2,Local,Sandy-Loam,19.61
1223.0,27.6,6.43,53.5,4.58,53.1,11.75,25.8,TME 419,Sandy-Loam,26.1
815.1,31.9,4.91,84.2,8.29,124.4,11.15,31.2,TME 419,Loam,24.53
1498.9,24.8,6.14,78.8,8.97,80.7,10.02,18.1,TME 419,Sandy,25.24
1051.9,32.5,6.07,85.1,8.35,131.7,8.41,7.3,TMS 30572,Sandy,26.04
733.0,29.3,6.03,79.6,6.1,86.8,11.0,0.0,TMS 30572,Sandy,28.68
1071.6,28.7,6.73,94.7,5.11,56.5,14.64,25.4,Local,Clay,18.43
1650.2,27.7,6.23,76.7,5.22,49.4,12.55,0.0,TME 419,Sandy,26.47
1455.1,26.3,7.03,68.1,4.48,213.7,11.34,11.6,TMS 30572,Sandy-Loam,28.02
1095.4,30.6,5.3,74.1,6.37,173.3,12.57,12.8,Local,Sandy,20.92
1095.2,27.4,6.1,84.9,8.43,223.8,9.07,14.3,Local,Clay,25.93
1103.5,21.1,6.06,60.6,6.33,152.4,8.73,15.4,TME 419,Sandy,25.23
1823.0,23.6,5.25,62.2,6.86,94.2,8.13,16.4,TMS 30572,Loam,25.99
1314.6,26.4,6.67,66.3,8.15,199.4,9.69,0.0,Local,Sandy,25.21
1329.0,27.9,7.63,44.7,6.02,118.0,8.94,15.1,TMS 30572,Clay,23.94
1509.1,26.8,5.99,71.7,8.94,133.3,13.02,0.0,TMS 30572,Loam,31.52
1271.6,30.7,6.35,47.4,8.89,117.4,8.81,22.3,TMS 98/0505,Sandy,26.63
1122.3,21.1,6.06,70.6,6.34,0.0,7.99,9.4,Local,Sandy-Loam,17.53
1141.1,27.4,5.5,80.4,5.81,216.3,14.86,0.0,TMS 30572,Loam,29.32
1178.5,21.5,4.73,64.3,7.34,149.5,8.87,6.9,Local,Sandy-Loam,19.82
1188.8,29.3,5.51,90.1,6.08,139.8,10.38,9.3,TME 419,Sandy-Loam,29.09
1418.3,26.7,5.03,52.5,5.11,116.3,11.13,26.9,TME 419,Sandy-Loam,24.21
1215.6,28.3,7.19,84.3,8.04,129.8,7.16,17.0,TME 419,Sandy,22.74
1419.8,24.4,5.92,78.1,7.96,84.2,13.09,18.4,TMS 30572,Sandy,24.36
1175.8,30.8,5.76,49.4,6.69,157.0,11.59,26.8,Local,Sandy-Loam,18.65
1223.6,30.1,6.62,100.0,4.98,41.6,13.9,14.0,TME 419,Loam,25.64
600.5,28.8,5.21,69.2,5.02,131.2,8.3,22.5,Local,Sandy,18.03
1474.9,26.6,5.46,59.5,6.63,153.7,10.25,21.8,TMS 30572,Clay,26.0
1303.9,28.7,6.05,53.1,5.9,108.1,10.1,2.1,Local,Loam,28.8
1499.4,24.9,6.72,67.4,6.09,142.3,10.66,29.7,TMS 30572,Clay,26.23
331.1,29.6,6.35,68.5,7.73,60.5,6.36,0.8,TMS 30572,Sandy-Loam,26.23
1826.5,31.9,6.17,71.2,7.38,62.1,10.28,24.2,TMS 30572,Clay,22.66
1158.1,30.2,6.05,66.4,8.15,134.2,6.43,0.0,Local,Loam,26.31
1532.5,24.8,6.28,77.6,5.31,160.7,10.9,21.0,TMS 30572,Loam,28.28
888.0,28.1,6.14,65.3,6.09,7.5,4.68,33.6,Local,Loam,18.84
1383.8,23.1,5.28,46.8,7.41,151.3,5.37,12.9,TMS 30572,Loam,25.43
884.0,28.7,6.03,68.2,7.04,87.4,12.05,12.4,TMS 30572,Sandy,23.48
1012.9,28.4,5.25,41.6,8.34,108.4,8.63,21.1,TME 419,Loam,24.85
1774.2,21.4,6.06,74.2,7.0,39.6,7.53,11.7,TMS 30572,Loam,27.42
1142.8,23.5,5.66,58.2,8.72,68.9,13.18,33.2,Local,Loam,22.24
1265.2,26.2,7.78,72.0,7.15,178.0,10.82,16.9,TME 419,Sandy-Loam,24.35
1461.0,26.1,5.97,85.8,7.77,122.0,12.18,11.8,Local,Loam,25.98
1348.7,23.4,5.02,58.6,6.11,97.0,9.58,9.6,TMS 98/0505,Sandy,25.72
1245.1,28.2,5.91,82.7,6.52,113.0,16.7,5.7,TMS 98/0505,Clay,26.82
1309.5,27.8,6.36,64.8,7.59,149.4,8.49,8.7,TMS 30572,Clay,29.22
1921.0,26.4,7.17,91.0,8.44,146.4,14.36,11.5,TMS 98/0505,Loam,26.68
1182.7,24.7,5.59,65.6,7.38,115.5,9.85,10.1,TME 419,Clay,25.63
1260.3,30.1,4.89,59.9,6.4,185.6,5.86,8.4,TMS 98/0505,Sandy,25.0
1515.2,32.0,6.57,78.2,8.15,178.2,11.21,36.0,TME 419,Loam,29.93
1531.7,25.5,5.03,64.8,3.87,144.8,10.79,4.7,TMS 30572,Sandy-Loam,28.62
1556.1,25.2,5.69,59.9,4.79,123.3,7.37,16.5,TMS 30572,Sandy-Loam,27.77
1391.6,28.5,5.82,64.3,7.32,159.4,7.69,20.9,Local,Loam,25.63
857.1,25.9,5.95,69.5,6.52,138.9,9.94,21.3,TME 419,Clay,27.39
1690.0,26.6,6.48,86.1,7.23,183.6,10.87,14.4,Local,Sandy-Loam,25.74
856.1,29.2,5.52,46.8,6.58,174.0,4.0,12.6,TMS 98/0505,Sandy-Loam,23.39
1290.8,21.3,5.81,70.3,7.19,58.9,12.63,19.5,Local,Loam,21.04
973.7,31.0,5.99,77.5,5.52,54.8,8.76,17.7,TME 419,Loam,27.79
1180.8,27.2,6.1,72.3,7.18,77.9,6.67,12.4,TMS 30572,Loam,27.31
1298.6,25.8,6.07,85.7,7.69,178.6,12.35,0.0,Local,Sandy,22.63
1296.4,26.7,6.31,69.1,7.96,25.4,9.94,10.3,TME 419,Loam,27.96
1326.6,26.9,6.59,67.8,8.92,143.7,13.04,3.5,TMS 30572,Clay,28.42
1684.1,21.8,6.27,77.1,6.79,141.8,11.09,8.3,Local,Sandy-Loam,22.88
1336.1,31.5,6.32,71.2,6.83,189.8,10.0,15.3,TMS 30572,Sandy-Loam,28.72
1126.8,27.1,4.89,65.3,4.67,130.8,9.62,18.6,Local,Sandy,20.05
1489.2,28.3,6.04,76.2,5.86,39.4,11.21,32.8,Local,Loam,22.85
1556.8,29.9,6.34,62.2,6.27,62.4,8.97,9.6,TME 419,Sandy,24.65
831.7,23.9,6.51,62.7,7.76,49.1,7.87,22.7,TME 419,Sandy,21.03
1379.2,28.4,5.52,63.7,5.77,87.7,11.52,18.1,TMS 98/0505,Sandy-Loam,29.66
1410.4,26.2,5.54,86.2,7.46,109.0,9.64,28.0,TMS 98/0505,Loam,28.34
1110.7,29.5,5.6,31.3,6.5,50.1,10.08,20.8,TME 419,Clay,21.49
1612.7,20.6,6.38,74.7,6.29,208.2,12.72,4.9,TME 419,Sandy,24.05
1155.0,26.7,6.72,70.4,6.8,40.5,9.72,0.0,TME 419,Loam,28.29
1237.7,25.2,5.71,49.8,6.03,200.8,10.04,18.1,Local,Clay,21.49
1148.1,28.3,6.64,73.7,5.99,191.1,8.5,9.7,TME 419,Sandy,26.59
1204.7,28.4,6.09,75.7,4.45,173.9,11.08,5.2,TMS 30572,Loam,30.22
871.1,24.9,5.91,77.1,6.2,78.4,10.87,2.3,TME 419,Sandy,28.23
768.0,24.9,5.85,38.2,5.92,140.5,12.25,16.6,Local,Clay,19.74
1678.4,26.7,6.52,86.4,5.88,43.4,8.55,30.1,TME 419,Sandy-Loam,26.01
945.9,24.3,6.23,61.1,7.0,174.7,8.86,10.9,Local,Sandy-Loam,21.89
902.6,29.5,7.59,78.2,7.29,115.6,11.98,20.9,TMS 30572,Sandy-Loam,24.01
554.0,25.9,5.4,78.9,6.78,95.4,10.63,14.0,TME 419,Sandy-Loam,23.68
1008.3,18.3,6.36,59.5,7.69,46.6,7.73,2.1,TME 419,Sandy-Loam,22.25
803.1,25.9,5.63,77.9,7.19,0.0,13.27,22.3,TME 419,Loam,23.17
1692.6,23.9,5.39,65.4,6.15,57.7,5.75,4.1,TMS 98/0505,Loam,29.08
1502.9,22.1,5.99,45.1,5.94,186.8,11.96,15.2,Local,Loam,23.58
993.6,23.3,6.1,84.0,6.88,95.8,6.84,11.6,TMS 98/0505,Sandy-Loam,27.86
1875.7,27.3,8.04,60.7,7.19,109.8,14.71,23.9,TME 419,Sandy,16.88
1494.5,31.0,5.87,59.7,8.18,159.3,6.14,4.4,TMS 98/0505,Sandy,28.85
1102.6,27.9,5.21,65.2,7.93,228.3,12.88,18.9,TMS 30572,Sandy-Loam,30.5
450.2,25.2,6.19,73.3,5.85,199.5,9.8,6.6,Local,Sandy,20.38
1887.3,28.4,4.55,69.3,6.38,61.7,9.08,9.9,TMS 30572,Sandy-Loam,24.71
783.1,25.6,5.94,76.6,7.31,3.4,10.46,0.0,TMS 30572,Clay,25.21
706.4,24.9,6.01,53.9,7.78,261.6,11.58,35.9,Local,Loam,23.9
1506.8,23.5,6.56,61.1,7.63,256.1,7.74,20.5,Local,Clay,20.8
1931.9,21.7,6.68,68.6,6.42,131.3,7.96,7.3,TMS 30572,Sandy-Loam,25.15
